Coefficient:  group2 group3 group4 
           GeneID   Chr     Start       End Strand Length  logFC.group2
15924  5.330206e-117
16039  5.330206e-117
30116  1.209141e-114
30134  1.209141e-114
30153  1.209141e-114
8259   1.175800e-113
8268   1.175800e-113
6983   1.467664e-113
13999  2.286639e-113
14010  2.286639e-113
8262   2.731518e-113
8271   2.731518e-113
14734  2.269226e-109
14744  2.269226e-109
25893  7.418848e-109
25900  7.418848e-109
25908  7.418848e-109
25916  7.418848e-109
25924  7.418848e-109
25932  7.418848e-109
8260   1.457975e-107
8269   1.457975e-107
15621  3.211984e-106
15641  3.211984e-106
28559  1.335850e-105
28579  1.335850e-105
28598  1.335850e-105
28618  1.335850e-105
28638  1.335850e-105
14740  1.655560e-105
29652  5.389130e-105
23369  5.570917e-105
23387  5.570917e-105
14000  1.272600e-104
14011  1.272600e-104
14002  1.081560e-103
14013  1.081560e-103
18364  4.572247e-103
23353  6.026105e-103
23404  6.026105e-103
23420  6.026105e-103
23437  6.026105e-103
14005  6.848166e-103
14016  6.848166e-103
14001  2.448240e-101
14012  2.448240e-101
33504  2.460467e-101
15891  8.644486e-101
15903  8.644486e-101
15915  8.644486e-101
15928  8.644486e-101
15941  8.644486e-101
15954  8.644486e-101
15968  8.644486e-101
15982  8.644486e-101
15997  8.644486e-101
16013  8.644486e-101
16030  8.644486e-101
14735  5.836765e-100
14745  5.836765e-100
14003   2.781306e-99
14014   2.781306e-99
18298   1.192650e-98
18307   1.192650e-98
18316   1.192650e-98
18325   1.192650e-98
18334   1.192650e-98
18344   1.192650e-98
18354   1.192650e-98
23352   1.598803e-98
23368   1.598803e-98
23386   1.598803e-98
23403   1.598803e-98
23419   1.598803e-98
23436   1.598803e-98
8258    2.178393e-98
8267    2.178393e-98
14732   5.451704e-98
14742   5.451704e-98
13996   4.460698e-95
14008   4.460698e-95
5993    4.726096e-94
5999    4.726096e-94
14004   1.214296e-93
14015   1.214296e-93
27572   1.521660e-93
27574   1.521660e-93
27580   1.521660e-93
27586   1.521660e-93
27590   1.521660e-93
27593   1.521660e-93
27597   1.521660e-93
27601   1.521660e-93
27605   1.521660e-93
27609   1.521660e-93
27614   1.521660e-93
27620   1.521660e-93
26038   3.728012e-93
28464   1.513957e-92
28480   1.513957e-92
28498   1.513957e-92
28512   1.513957e-92
24224   2.154021e-92
13080   1.654185e-91
13099   1.654185e-91
16437   1.663404e-91
23351   2.719358e-91
23367   2.719358e-91
23385   2.719358e-91
23402   2.719358e-91
23418   2.719358e-91
23435   2.719358e-91
7808    3.584416e-91
23350   8.636876e-91
23366   8.636876e-91
23384   8.636876e-91
23401   8.636876e-91
23417   8.636876e-91
23434   8.636876e-91
7904    2.529541e-90
7918    2.529541e-90
7933    2.529541e-90
33510   1.048835e-89
20954   1.375312e-89
20961   1.375312e-89
29650   1.055473e-88
26040   1.167827e-87
28463   2.886348e-87
28479   2.886348e-87
28497   2.886348e-87
29643   3.524548e-87
33509   8.916636e-87
13447   1.177223e-86
13469   1.177223e-86
13487   1.177223e-86
13506   1.177223e-86
13526   1.177223e-86
13547   1.177223e-86
28511   5.028600e-86
11685   7.736713e-86
11696   7.736713e-86
11706   7.736713e-86
33505   1.990573e-85
14736   1.479939e-83
14746   1.479939e-83
33508   1.504651e-83
28337   4.255082e-83
28340   4.255082e-83
28343   4.255082e-83
28346   4.255082e-83
8257    5.092623e-83
8266    5.092623e-83
14333   8.267988e-83
14342   8.267988e-83
8255    1.047395e-82
8264    1.047395e-82
8273    1.047395e-82
5994    9.571268e-82
6000    9.571268e-82
28354   3.608085e-81
28350   2.335479e-80
29819   3.495819e-80
29831   3.495819e-80
29845   3.495819e-80
26039   2.610717e-79
12272   8.886828e-79
14006   1.400848e-78
14017   1.400848e-78
7948    2.009758e-78
30101   6.640988e-78
14714   1.762063e-76
15607   3.375546e-76
15610   3.375546e-76
15613   3.375546e-76
15616   3.375546e-76
15636   3.375546e-76
28472   3.708479e-76
28488   3.708479e-76
28506   3.708479e-76
28520   3.708479e-76
5997    3.574407e-75
6003    3.574407e-75
14711   3.674429e-75
14713   3.674429e-75
26041   2.612037e-74
8329    1.063248e-73
8342    1.063248e-73
30097   1.237005e-73
30103   1.237005e-73
30118   1.237005e-73
30137   1.237005e-73
21291   1.454944e-73
5995    1.158132e-72
6001    1.484228e-72
6982    1.967298e-72
6994    1.967298e-72
13998   3.117205e-72
14009   3.117205e-72
28524   6.343631e-72
20955   7.763351e-72
20962   7.763351e-72
20953   8.118105e-72
20960   8.118105e-72
30096   1.151390e-71
30136   1.151390e-71
16434   1.190200e-71
23046   1.832163e-71
23058   1.832163e-71
23070   1.832163e-71
28510   2.373192e-71
28476   2.744025e-71
28492   2.744025e-71
32676   2.775315e-70
32704   2.775315e-70
27208   2.806433e-70
27219   2.806433e-70
27231   2.806433e-70
29817   3.583531e-70
29829   3.583531e-70
29843   3.583531e-70
27209   4.231394e-70
27220   4.231394e-70
27232   4.231394e-70
32690   2.096579e-69
32730   3.222388e-69
32717   4.853866e-69
32757   5.102140e-69
32771   5.102140e-69
32744   6.377824e-69
9594    7.153689e-69
9600    7.153689e-69
13450   7.595331e-69
13490   7.595331e-69
15889   1.087807e-68
15901   1.087807e-68
15913   1.087807e-68
15926   1.087807e-68
15939   1.087807e-68
15952   1.087807e-68
15966   1.087807e-68
15980   1.087807e-68
15995   1.087807e-68
16011   1.087807e-68
16028   1.087807e-68
33506   1.206397e-68
30130   1.902036e-68
30149   1.902036e-68
13442   2.275868e-68
13464   2.275868e-68
13482   2.275868e-68
13501   2.275868e-68
13521   2.275868e-68
13541   2.275868e-68
6970    8.329178e-68
6981    8.329178e-68
6993    8.329178e-68
7005    8.329178e-68
4286    1.190006e-67
4301    1.190006e-67
4315    1.190006e-67
4328    1.190006e-67
17278   1.335627e-67
17288   1.335627e-67
17303   1.335627e-67
17267   1.412300e-67
27210   1.978896e-67
27221   1.978896e-67
27233   1.978896e-67
13472   3.440228e-67
29648   1.151747e-66
28338   1.385353e-66
28341   1.385353e-66
28344   1.385353e-66
28347   1.385353e-66
28352   1.385353e-66
28356   1.385353e-66
25892   1.468410e-66
25899   1.468410e-66
25907   1.468410e-66
25915   1.468410e-66
25923   1.468410e-66
25931   1.468410e-66
13436   2.331757e-66
13458   2.331757e-66
13476   2.331757e-66
13495   2.331757e-66
13515   2.331757e-66
13535   2.331757e-66
6966    2.400323e-66
6977    2.400323e-66
6989    2.400323e-66
7001    2.400323e-66
13441   2.401411e-66
13463   2.401411e-66
13481   2.401411e-66
13500   2.401411e-66
13520   2.401411e-66
13540   2.401411e-66
23638   3.094814e-66
23641   3.094814e-66
23643   3.094814e-66
26042   3.190136e-66
33517   3.777392e-66
6965    4.290974e-66
6976    4.290974e-66
6988    4.290974e-66
7000    4.290974e-66
13997   1.418285e-65
13446   1.597887e-65
13468   1.597887e-65
13486   1.597887e-65
13505   1.597887e-65
13525   1.597887e-65
13546   1.597887e-65
6967    3.252518e-65
6978    3.252518e-65
6990    3.252518e-65
7002    3.252518e-65
8256    5.237257e-65
8265    5.237257e-65
25897   5.312154e-65
25905   5.312154e-65
25913   5.312154e-65
25921   5.312154e-65
25929   5.312154e-65
28473   5.985501e-65
28489   5.985501e-65
28507   5.985501e-65
28521   5.985501e-65
5996    5.985501e-65
6002    5.985501e-65
28552   1.043326e-64
28572   1.043326e-64
28591   1.043326e-64
28611   1.043326e-64
28631   1.043326e-64
28470   1.616678e-64
28486   1.616678e-64
28504   1.616678e-64
28518   1.616678e-64
28474   7.016357e-64
28490   7.016357e-64
28508   7.016357e-64
28522   7.016357e-64
33515   1.634771e-63
13448   4.941478e-63
13470   4.941478e-63
13488   4.941478e-63
13507   4.941478e-63
13527   4.941478e-63
13548   4.941478e-63
13437   8.541906e-63
13459   8.541906e-63
13477   8.541906e-63
13496   8.541906e-63
13516   8.541906e-63
13536   8.541906e-63
27211   1.030538e-62
27222   1.030538e-62
27234   1.030538e-62
28465   1.416914e-62
28481   1.416914e-62
28499   1.416914e-62
28513   1.416914e-62
28544   1.442112e-62
28564   1.442112e-62
28583   1.442112e-62
28603   1.442112e-62
28623   1.442112e-62
6968    1.529199e-62
6979    1.529199e-62
6991    1.529199e-62
7003    1.529199e-62
30100   1.539047e-62
30106   1.539047e-62
30121   1.539047e-62
30140   1.539047e-62
14733   1.706105e-62
14743   1.706105e-62
27212   1.967573e-62
27223   1.967573e-62
27235   1.967573e-62
29042   2.655970e-62
29051   2.655970e-62
29060   2.655970e-62
29070   2.655970e-62
29082   2.655970e-62
33516   1.634919e-61
6963    3.326414e-61
6974    3.326414e-61
6986    3.326414e-61
6998    3.326414e-61
13435   4.051491e-61
13457   4.051491e-61
13475   4.051491e-61
13494   4.051491e-61
13514   4.051491e-61
13534   4.051491e-61
23646   4.935471e-61
23650   4.935471e-61
11679   7.594221e-61
16433   8.389149e-61
5234    9.712493e-61
28468   1.041311e-60
28484   1.041311e-60
28502   1.041311e-60
28516   1.041311e-60
30112   1.730068e-60
30127   1.730068e-60
30146   1.730068e-60
6969    1.763693e-60
6980    1.763693e-60
6992    1.763693e-60
7004    1.763693e-60
27206   2.730208e-60
27217   2.730208e-60
27229   2.730208e-60
35118   5.643139e-60
35139   5.643139e-60
35159   5.643139e-60
35181   5.643139e-60
35196   5.643139e-60
35211   5.643139e-60
35225   5.643139e-60
35235   5.643139e-60
28471   6.596169e-60
28487   6.596169e-60
28505   6.596169e-60
28519   6.596169e-60
13449   7.573125e-60
13471   7.573125e-60
13489   7.573125e-60
13508   7.573125e-60
13528   7.573125e-60
13549   7.573125e-60
30129   7.702707e-60
30148   7.702707e-60
20952   8.509965e-60
20959   8.509965e-60
13433   9.260090e-60
13455   9.260090e-60
13473   9.260090e-60
13492   9.260090e-60
13512   1.041230e-59
13532   1.041230e-59
13491   1.678206e-59
29566   1.697810e-59
29592   1.697810e-59
29617   1.697810e-59
28548   2.785704e-59
28568   2.785704e-59
28587   2.785704e-59
28607   2.785704e-59
28627   2.785704e-59
8412    3.420980e-59
8447    3.420980e-59
16438   4.335278e-59
33512   7.797754e-59
33503   1.883371e-58
15665   2.755534e-58
15697   2.755534e-58
28554   3.543134e-58
28574   3.543134e-58
28593   3.543134e-58
28613   3.543134e-58
28633   3.543134e-58
20956   5.761543e-58
20963   5.761543e-58
23654   8.267590e-58
11690   1.114846e-57
11700   1.114846e-57
30111   1.345525e-57
30126   1.345525e-57
30145   1.345525e-57
13445   1.876894e-57
13467   1.876894e-57
13485   1.876894e-57
13504   1.876894e-57
13524   1.876894e-57
13545   1.876894e-57
4297    2.238888e-57
4312    2.238888e-57
4350    2.238888e-57
4325    2.273610e-57
4339    2.273610e-57
28475   2.921355e-57
28491   2.921355e-57
28509   2.921355e-57
28523   2.921355e-57
28467   3.264495e-57
28483   3.264495e-57
28501   3.264495e-57
28515   3.264495e-57
28545   3.506552e-57
28565   3.506552e-57
28584   3.506552e-57
28604   3.506552e-57
28624   3.506552e-57
11160   3.559191e-57
4293    4.847601e-57
4308    4.847601e-57
4321    4.847601e-57
4335    4.847601e-57
4346    4.847601e-57
27205   5.305683e-57
27216   5.305683e-57
27228   5.305683e-57
33507   6.981415e-57
4289    1.562925e-56
4304    1.562925e-56
4318    1.562925e-56
4331    1.562925e-56
4343    1.562925e-56
28557   1.688141e-56
28577   1.688141e-56
28596   1.688141e-56
28616   1.688141e-56
28636   1.688141e-56
7949    1.826479e-56
11683   2.249609e-56
11694   2.249609e-56
11704   2.249609e-56
15618   2.437942e-56
15638   2.437942e-56
11678   3.534401e-56
11689   3.534401e-56
11699   3.534401e-56
27207   3.637145e-56
27218   3.637145e-56
27230   3.637145e-56
28466   4.476477e-56
28482   4.476477e-56
28500   4.476477e-56
28514   4.476477e-56
4292    9.395789e-56
4307    9.395789e-56
4320    9.395789e-56
4334    9.395789e-56
4345    9.395789e-56
29810   1.120015e-55
29822   1.120015e-55
29835   1.120015e-55
29814   1.153699e-55
29826   1.153699e-55
29840   1.153699e-55
11143   1.866879e-55
182663  3.750613e-55
29649   4.626109e-55
29811   8.024167e-55
29823   8.024167e-55
29836   8.024167e-55
25891   8.302990e-55
25898   8.302990e-55
25906   8.302990e-55
25914   8.302990e-55
25922   8.302990e-55
25930   8.302990e-55
33511   9.090531e-55
15728   1.443996e-54
30108   1.777895e-54
30123   1.777895e-54
30142   1.777895e-54
4640    1.871850e-54
33518   2.442182e-54
30095   2.545371e-54
30102   2.545371e-54
30117   2.545371e-54
30135   2.545371e-54
11220   2.974484e-54
5145    3.010700e-54
33513   3.313683e-54
30110   3.315693e-54
30125   3.315693e-54
30144   3.315693e-54
28558   3.315693e-54
28578   3.315693e-54
28597   3.315693e-54
28617   3.315693e-54
28637   3.315693e-54
16436   3.615555e-54
11202   3.656445e-54
25890   3.910782e-54
25896   3.910782e-54
25904   3.910782e-54
25912   3.910782e-54
25920   3.910782e-54
25928   3.910782e-54
11681   6.954168e-54
11692   6.954168e-54
11702   6.954168e-54
27224   7.720532e-54
27236   7.720532e-54
28550   1.031337e-53
28570   1.031337e-53
28589   1.031337e-53
28609   1.031337e-53
28629   1.031337e-53
27204   1.178651e-53
27215   1.178651e-53
27227   1.178651e-53
29815   1.178651e-53
29827   1.178651e-53
29841   1.178651e-53
6964    3.160287e-53
6975    3.160287e-53
6987    3.160287e-53
6999    3.160287e-53
13440   3.564822e-53
13462   3.564822e-53
13480   3.564822e-53
13499   3.564822e-53
13519   3.564822e-53
13539   3.564822e-53
1369    5.096208e-53
1378    5.096208e-53
1387    5.096208e-53
1394    5.096208e-53
1401    5.096208e-53
13434   5.487379e-53
13456   5.487379e-53
13474   5.487379e-53
13493   5.487379e-53
13513   5.487379e-53
13533   5.487379e-53
30114   6.753061e-53
30132   6.753061e-53
30151   6.753061e-53
11184   9.768549e-53
28556   1.635676e-52
28576   1.635676e-52
28595   1.635676e-52
28615   1.635676e-52
28635   1.635676e-52
25848   1.748954e-52
11193   6.380063e-52
9602    6.804308e-52
28549   7.401388e-52
28569   7.401388e-52
28588   7.401388e-52
28608   7.401388e-52
28628   7.401388e-52
9596    1.105699e-51
14737   1.662486e-51
14747   1.662486e-51
29563   1.780297e-51
29589   1.780297e-51
29614   1.780297e-51
13438   2.245223e-51
13460   2.245223e-51
13478   2.245223e-51
13497   2.245223e-51
13517   2.245223e-51
13537   2.245223e-51
4271    2.941450e-51
16719   3.312144e-51
16728   3.312144e-51
16734   3.312144e-51
16741   3.312144e-51
16748   3.312144e-51
28546   3.486702e-51
28566   3.486702e-51
28585   3.486702e-51
28605   3.486702e-51
28625   3.486702e-51
30107   4.444623e-51
30122   4.444623e-51
30141   4.444623e-51
27203   1.081762e-50
27214   1.081762e-50
27226   1.103807e-50
34812   1.839464e-50
11152   3.487003e-50
8399    5.195890e-50
8434    5.195890e-50
30115   8.888873e-50
30133   8.888873e-50
30152   8.888873e-50
15624   9.235725e-50
15644   9.235725e-50
4268    1.287231e-49
4276    1.287231e-49
11174   2.172051e-49
11211   2.172051e-49
32665   2.718037e-49
32679   2.718037e-49
32693   2.718037e-49
32706   2.718037e-49
32719   2.718037e-49
32733   2.718037e-49
32760   2.718037e-49
29813   3.646872e-49
29825   3.646872e-49
29838   3.646872e-49
4280    3.716784e-49
35121   4.241526e-49
35142   4.241526e-49
35162   4.241526e-49
35184   4.241526e-49
35199   4.241526e-49
35214   4.241526e-49
35228   4.241526e-49
35238   4.241526e-49
31167   6.449280e-49
31181   6.449280e-49
31196   6.449280e-49
31208   6.449280e-49
31221   6.449280e-49
31235   6.449280e-49
13439   6.588458e-49
13461   6.588458e-49
13479   6.588458e-49
13498   6.588458e-49
13518   6.588458e-49
13538   6.588458e-49
28547   6.959930e-49
28567   6.959930e-49
28586   6.959930e-49
28606   6.959930e-49
28626   6.959930e-49
15625   1.043952e-48
15645   1.043952e-48
33520   1.201432e-48
30098   1.645604e-48
30104   1.645604e-48
30119   1.645604e-48
30138   1.645604e-48
35108   2.639390e-48
35130   2.639390e-48
35151   2.639390e-48
35171   2.639390e-48
29559   2.874938e-48
29585   2.874938e-48
29610   2.874938e-48
20965   3.735448e-48
13444   5.279427e-48
13466   5.279427e-48
13484   5.279427e-48
13503   5.279427e-48
28555   5.359052e-48
28575   5.359052e-48
28594   5.359052e-48
28614   5.359052e-48
28634   5.359052e-48
28553   7.508664e-48
28573   7.508664e-48
28592   7.508664e-48
28612   7.508664e-48
28632   7.508664e-48
8403    7.752135e-48
8438    7.752135e-48
28897   1.268764e-47
9124    1.405425e-47
9140    1.405425e-47
9154    1.405425e-47
9168    1.405425e-47
9182    1.405425e-47
30128   1.420756e-47
30147   1.420756e-47
12267   1.551039e-47
29812   4.099887e-47
29824   4.099887e-47
29837   4.099887e-47
1373    4.112035e-47
1382    4.112035e-47
1391    4.112035e-47
1398    4.112035e-47
1405    4.112035e-47
1412    4.112035e-47
20957   1.176041e-46
20964   1.176041e-46
20643   1.557246e-46
20647   1.557246e-46
20650   1.557246e-46
20656   1.557246e-46
8408    1.692915e-46
8443    1.692915e-46
28007   1.767930e-46
14329   2.141491e-46
14339   2.141491e-46
4291    3.852958e-46
4306    3.852958e-46
4319    3.852958e-46
4333    3.852958e-46
4344    3.852958e-46
1370    4.037536e-46
1379    4.037536e-46
1388    4.037536e-46
1395    4.037536e-46
1402    4.037536e-46
24238   4.056071e-46
24250   4.056071e-46
24282   4.056071e-46
24293   4.056071e-46
24315   4.056071e-46
24327   4.056071e-46
34115   5.070297e-46
27955   5.352596e-46
28035   5.352596e-46
28062   6.924243e-46
28076   6.924243e-46
28103   6.924243e-46
35125   9.821455e-46
35146   9.821455e-46
35166   9.821455e-46
12271   1.226464e-45
9595    1.703722e-45
9601    1.703722e-45
12269   2.079380e-45
14326   2.102427e-45
14336   2.102427e-45
35107   2.241992e-45
35129   2.241992e-45
35150   2.241992e-45
35170   2.241992e-45
1368    3.075128e-45
1377    3.075128e-45
1386    3.075128e-45
1393    3.075128e-45
1400    3.075128e-45
15695   5.494228e-45
23660   5.760981e-45
30109   5.760981e-45
30124   5.760981e-45
30143   5.760981e-45
23658   1.032921e-44
16435   1.166258e-44
11603   1.170109e-44
15622   1.422561e-44
15642   1.422561e-44
23639   1.563943e-44
23652   1.563943e-44
8406    2.321346e-44
8441    2.321346e-44
30099   2.359814e-44
30105   2.359814e-44
30120   2.359814e-44
30139   2.359814e-44
29561   3.311990e-44
29587   3.311990e-44
29612   3.311990e-44
13443   4.502108e-44
13465   4.502108e-44
13483   4.502108e-44
13502   4.502108e-44
13522   4.502108e-44
13542   4.502108e-44
35110   4.590943e-44
35153   4.590943e-44
35173   4.590943e-44
10369   7.195463e-44
27967   7.824767e-44
28019   7.824767e-44
28047   7.824767e-44
28074   7.824767e-44
28088   7.824767e-44
28115   7.824767e-44
14731   8.173864e-44
14741   8.173864e-44
9187    9.210769e-44
9203    9.210769e-44
15727   1.024461e-43
15758   1.024461e-43
27746   1.039582e-43
29567   1.265086e-43
29593   1.265086e-43
29618   1.265086e-43
12265   1.537311e-43
10350   1.853430e-43
4294    1.925302e-43
4309    1.925302e-43
4322    1.925302e-43
4336    1.925302e-43
4347    1.925302e-43
10347   2.034736e-43
10353   2.034736e-43
10356   2.034736e-43
10359   2.034736e-43
10363   2.034736e-43
6962    2.080125e-43
6973    2.080125e-43
6985    2.080125e-43
6997    2.080125e-43
30300   2.409773e-43
8410    2.669406e-43
8445    2.669406e-43
4287    3.573017e-43
4302    3.573017e-43
4316    3.573017e-43
4329    3.573017e-43
4341    3.573017e-43
21252   3.596446e-43
30330   7.030598e-43
4295    8.126691e-43
4310    8.126691e-43
4323    8.126691e-43
4337    8.126691e-43
4348    8.126691e-43
20639   1.225343e-42
20644   1.225343e-42
20651   1.225343e-42
9219    1.365349e-42
9235    1.365349e-42
31092   1.528535e-42
13021   1.561872e-42
852     1.923115e-42
864     1.923115e-42
877     1.923115e-42
889     1.923115e-42
903     1.923115e-42
35104   2.195285e-42
35126   2.195285e-42
35147   2.195285e-42
35167   2.195285e-42
15352   2.358484e-42
15354   2.358484e-42
15626   2.552157e-42
15646   2.552157e-42
28551   2.644454e-42
28571   2.644454e-42
28590   2.644454e-42
28610   2.644454e-42
28630   2.644454e-42
30113   6.822961e-42
30131   6.822961e-42
30150   6.822961e-42
33062   7.676442e-42
33066   7.676442e-42
33070   7.676442e-42
33073   7.676442e-42
33077   7.676442e-42
33081   7.676442e-42
11677   1.074066e-41
11688   1.074066e-41
11698   1.074066e-41
15623   1.845284e-41
15643   1.845284e-41
12268   2.197707e-41
1375    2.353939e-41
1384    2.353939e-41
1408    2.353939e-41
29580   2.451240e-41
29606   2.451240e-41
29632   2.451240e-41
15619   2.778769e-41
15639   2.778769e-41
33657   3.056228e-41
33666   3.056228e-41
33678   3.056228e-41
33690   3.056228e-41
33718   3.056228e-41
33727   3.056228e-41
33738   3.056228e-41
29578   3.226474e-41
29604   3.226474e-41
29630   3.226474e-41
23656   4.421568e-41
29571   6.186981e-41
29597   6.186981e-41
29623   6.186981e-41
31727   6.944031e-41
31741   6.944031e-41
31749   6.944031e-41
31757   6.944031e-41
31263   7.295760e-41
29809   7.738234e-41
29821   7.738234e-41
29834   7.738234e-41
33655   8.399314e-41
33664   8.399314e-41
33676   8.399314e-41
33688   8.399314e-41
33716   8.399314e-41
33725   8.399314e-41
33736   8.399314e-41
13523   9.333464e-41
13543   9.333464e-41
27734   1.098549e-40
27745   1.098549e-40
20914   1.104205e-40
33514   2.237436e-40
8411    2.667506e-40
8446    2.667506e-40
29581   3.100891e-40
29633   3.100891e-40
23509   3.614495e-40
8409    5.427226e-40
8444    5.427226e-40
28469   5.615101e-40
28485   5.615101e-40
28503   5.615101e-40
28517   5.615101e-40
15499   7.823889e-40
15539   7.823889e-40
1437    1.136660e-39
1448    1.136660e-39
1459    1.136660e-39
12259   1.147720e-39
13081   1.177226e-39
13100   1.177226e-39
11135   1.243307e-39
12266   1.311737e-39
35105   1.901420e-39
35127   1.901420e-39
35148   1.901420e-39
35168   1.901420e-39
12257   2.065746e-39
12264   2.069890e-39
1371    2.273132e-39
1380    2.273132e-39
1389    2.273132e-39
1396    2.273132e-39
1403    2.273132e-39
14325   2.562696e-39
14335   2.562696e-39
34807   2.890604e-39
31262   3.205157e-39
29039   3.890060e-39
29048   3.890060e-39
29057   3.890060e-39
29066   3.890060e-39
29079   3.890060e-39
27761   4.078141e-39
27775   4.078141e-39
9593    5.043057e-39
9599    5.043057e-39
31730   5.359268e-39
31736   5.359268e-39
31744   5.359268e-39
31752   5.359268e-39
31760   5.359268e-39
29642   5.506493e-39
8407    6.163853e-39
8442    6.163853e-39
28640   6.423816e-39
14327   7.604272e-39
14337   7.604272e-39
12270   8.690213e-39
31575   1.244145e-38
31591   1.244145e-38
31607   1.244145e-38
851     1.244145e-38
863     1.244145e-38
876     1.244145e-38
888     1.244145e-38
902     1.244145e-38
15608   1.296941e-38
15611   1.296941e-38
15614   1.296941e-38
15617   1.296941e-38
15637   1.296941e-38
8396    1.548432e-38
8431    1.548432e-38
27968   1.761429e-38
28020   1.761429e-38
28089   1.761429e-38
29644   2.278406e-38
17258   3.008681e-38
17292   3.008681e-38
28048   3.040545e-38
28116   3.040545e-38
13083   3.049268e-38
13102   3.049268e-38
25849   3.848258e-38
28894   3.937335e-38
28900   3.937335e-38
29562   4.878045e-38
29588   4.878045e-38
29613   4.878045e-38
17257   5.513003e-38
17261   5.513003e-38
17272   5.513003e-38
17282   5.513003e-38
17291   5.513003e-38
17297   5.513003e-38
28896   5.560291e-38
28902   5.560291e-38
31726   7.005902e-38
31733   7.005902e-38
31740   7.005902e-38
31748   7.005902e-38
31756   7.005902e-38
8402    1.273820e-37
8437    1.273820e-37
33229   1.330517e-37
33251   1.330517e-37
35103   1.336518e-37
29565   1.360664e-37
29591   1.360664e-37
29616   1.360664e-37
11262   1.746196e-37
12260   1.986049e-37
793     2.403864e-37
31728   2.629907e-37
31734   2.629907e-37
31742   2.629907e-37
31750   2.629907e-37
31758   2.629907e-37
32674   3.200210e-37
32688   3.200210e-37
32702   3.200210e-37
32715   3.200210e-37
32728   3.200210e-37
32742   3.200210e-37
32755   3.200210e-37
32769   3.200210e-37
14328   3.471065e-37
14338   3.471065e-37
23510   3.747350e-37
21294   4.130604e-37
14332   4.160033e-37
14341   4.160033e-37
33656   4.344405e-37
33665   4.344405e-37
33677   4.344405e-37
33689   4.344405e-37
33717   4.344405e-37
33726   4.344405e-37
33737   4.344405e-37
29560   4.452179e-37
29586   4.452179e-37
29611   4.452179e-37
14330   4.595348e-37
1374    4.682772e-37
1383    4.682772e-37
1407    4.682772e-37
29564   4.889663e-37
29590   4.889663e-37
29615   4.889663e-37
29818   4.976837e-37
29830   4.976837e-37
29844   4.976837e-37
4288    5.315040e-37
4303    5.315040e-37
4317    5.315040e-37
4330    5.315040e-37
4342    5.315040e-37
8395    5.453434e-37
8430    5.453434e-37
12261   5.828466e-37
23043   5.856366e-37
23055   5.856366e-37
23067   5.856366e-37
31264   1.003476e-36
853     1.004279e-36
865     1.004279e-36
878     1.004279e-36
890     1.004279e-36
904     1.004279e-36
35188   1.081304e-36
5746    1.124421e-36
8397    2.245298e-36
8432    2.245298e-36
29651   2.696779e-36
13089   2.884609e-36
13108   2.884609e-36
8405    2.899679e-36
8440    2.899679e-36
11682   3.792780e-36
11693   3.792780e-36
11703   3.792780e-36
24226   4.354058e-36
13085   5.515641e-36
13104   5.515641e-36
29569   5.519233e-36
29595   5.519233e-36
29621   5.519233e-36
26093   8.235189e-36
35122   8.476851e-36
35143   8.476851e-36
35163   8.476851e-36
35185   8.476851e-36
35200   8.476851e-36
35215   8.476851e-36
35229   8.476851e-36
35239   8.476851e-36
8382    8.996351e-36
8417    8.996351e-36
33174   1.174281e-35
32673   1.288961e-35
32687   1.288961e-35
32701   1.288961e-35
32714   1.288961e-35
32727   1.288961e-35
32741   1.288961e-35
32754   1.288961e-35
32768   1.288961e-35
13092   1.455721e-35
13111   1.455721e-35
29573   1.700699e-35
29599   1.700699e-35
29625   1.700699e-35
8373    2.188401e-35
23349   2.229940e-35
23365   2.229940e-35
23383   2.229940e-35
23400   2.229940e-35
23416   2.229940e-35
23433   2.229940e-35
854     2.263894e-35
866     2.263894e-35
879     2.263894e-35
891     2.263894e-35
905     2.263894e-35
32666   2.720684e-35
32680   2.720684e-35
32694   2.720684e-35
32707   2.720684e-35
32720   2.720684e-35
32734   2.720684e-35
32747   2.720684e-35
32761   2.720684e-35
33521   2.998559e-35
33667   3.779437e-35
33679   3.779437e-35
33691   3.779437e-35
33719   3.779437e-35
33728   3.779437e-35
33739   3.779437e-35
13087   3.980225e-35
13106   3.980225e-35
8401    4.051320e-35
8436    4.051320e-35
33519   4.299558e-35
29568   4.418651e-35
29594   4.418651e-35
29619   4.418651e-35
8393    5.678939e-35
8428    5.678939e-35
35111   6.124169e-35
35132   6.124169e-35
35154   6.124169e-35
35174   6.124169e-35
20648   6.371824e-35
29570   6.653820e-35
29596   6.653820e-35
29622   6.653820e-35
23045   1.152918e-34
23057   1.152918e-34
23069   1.152918e-34
32672   1.259734e-34
32686   1.259734e-34
32700   1.259734e-34
32713   1.259734e-34
32726   1.259734e-34
32740   1.259734e-34
32753   1.259734e-34
32767   1.259734e-34
35117   1.266285e-34
35138   1.266285e-34
35158   1.266285e-34
35180   1.266285e-34
35195   1.266285e-34
35210   1.266285e-34
35224   1.266285e-34
35234   1.266285e-34
12263   1.304780e-34
29582   1.324856e-34
29607   1.324856e-34
29634   1.324856e-34
29041   1.455254e-34
29050   1.455254e-34
29059   1.455254e-34
29068   1.455254e-34
29081   1.455254e-34
12255   1.470229e-34
15429   1.715487e-34
15470   1.715487e-34
28893   3.154754e-34
28899   3.154754e-34
8390    3.261491e-34
