GeneID Chr Start End Strand Length logFC.group2 logFC.group3 logFC.group4 logCPM LR PValue FDR
NM_001284306 chr15 42704635 42749765 - 45131 -3.76173 -4.848929 -3.570576 11.2813614 487.7195 2.187582E-105 1.393196E-103
NM_001284307 chr15 42704635 42783395 - 78761 -3.723131 -4.739007 -3.530761 11.294622 439.4446 6.312306E-95 3.544028E-93
NM_001284338 chr15 56119117 56209329 - 90213 -0.935136 1.867184 0.08332646 7.600708 100.9392 9.761939E-22 8.119726E-21
NM_001284339 chr15 56119117 56209329 - 90213 -0.935136 1.867184 0.08332646 7.600708 100.9392 9.761939E-22 8.119726E-21
NM_001284340 chr15 56119117 56209329 - 90213 -0.935136 1.867184 0.08332646 7.600708 100.9392 9.761939E-22 8.119726E-21
NM_001284364 chr15 75128457 75135552 - 7096 0.1616486 -1.023809 -0.3102098 7.3670328 20.72228 0.0001202235 0.00025073
NM_001284365 chr15 75128457 75135552 - 7096 0.1616486 -1.023809 -0.3102098 7.3670328 20.72228 0.0001202235 0.00025073
NM_001284417 chr15 100267606 100273649 - 6044 -1.076802 -1.782334 -0.4967096 5.859728 31.22563 7.619573E-07 2.134781E-06
NM_001284418 chr15 100267606 100273590 - 5985 -1.076802 -1.782334 -0.4967096 5.859728 31.22563 7.619573E-07 2.134781E-06
NM_001284419 chr15 100267606 100273649 - 6044 -1.076802 -1.782334 -0.4967096 5.859728 31.22563 7.619573E-07 2.134781E-06
NM_001284420 chr15 100267606 100273649 - 6044 -1.076802 -1.782334 -0.4967096 5.859728 31.22563 7.619573E-07 2.134781E-06
NM_001284421 chr15 100267606 100273649 - 6044 -1.076802 -1.782334 -0.4967096 5.859728 31.22563 7.619573E-07 2.134781E-06
NM_001284422 chr15 100267606 100273649 - 6044 -1.076802 -1.782334 -0.4967096 5.859728 31.22563 7.619573E-07 2.134781E-06
NM_001286430 chr15 52230222 52263998 - 33777 0.2370432 1.116025 0.6731612 7.4067111 27.86612 3.87479E-06 1.000226E-05
NM_001286441 chr15 41474931 41522955 - 48025 -0.0808867 0.4379127 -0.3086441 5.327743 7.209827 0.06550222 0.08800314
NM_001286451 chr15 91474148 91475799 - 1652 -1.039319 -0.3416568 -1.202276 5.5806053 18.15391 0.0004088425 0.0007897379
NM_001286487 chr15 42502650 42565782 - 63133 0.4729855 -0.3260547 1.444408 8.5211195 81.08371 1.797065E-17 1.137697E-16
NM_001286490 chr15 44162959 44486644 - 323686 -0.06841974 0.1543855 -0.1865107 9.6914746 3.037686 0.3858512 0.4312082
NM_001286491 chr15 44162959 44487492 - 324534 -0.06553178 0.1543843 -0.1865141 9.6921792 3.02761 0.3873877 0.4323786
NM_001286495 chr15 52873518 52944247 - 70730 -0.4905487 0.442579 -0.05087821 8.1237169 8.438063 0.03777487 0.05337264
NM_001286497 chr15 65107829 65117867 - 10039 0.1331633 0.3448025 0.4304978 3.4673966 1.015849 0.7974169 0.8177308
NM_001286499 chr15 65107829 65117867 - 10039 0.1331633 0.3448025 0.4304978 3.4673966 1.015849 0.7974169 0.8177308
NM_001286679 chr15 71123863 71145797 - 21935 0.4211972 -3.071043 -2.677599 7.3990909 168.1952 3.120948E-36 4.337813E-35
NM_001286694 chr15 68483043 68498448 - 15406 0.144823 0.5698865 1.005976 6.3708141 16.40488 0.0009365807 0.001716605
NM_001286695 chr15 68483043 68498448 - 15406 0.144823 0.5698865 1.005976 6.3708141 16.40488 0.0009365807 0.001716605
NM_001286739 chr15 74738318 74753529 - 15212 -0.5225497 -1.328885 -1.141963 7.2785071 35.99021 7.524139E-08 2.432235E-07
NM_001286740 chr15 74738318 74753529 - 15212 -0.5225497 -1.328885 -1.141963 7.2785071 35.99021 7.524139E-08 2.432235E-07
NM_001286741 chr15 74738318 74753529 - 15212 -0.5225497 -1.328885 -1.141963 7.2785071 35.99021 7.524139E-08 2.432235E-07
NM_001286742 chr15 74738318 74753529 - 15212 -0.5225497 -1.328885 -1.141963 7.2785071 35.99021 7.524139E-08 2.432235E-07
NM_001288588 chr15 56922374 57026284 - 103911 -0.3754605 -0.4716984 -0.3012611 7.9614493 5.466408 0.1406617 0.1749354
NM_001288589 chr15 56989953 57026284 - 36332 -0.05632398 0.3394222 0.2087169 5.6466816 3.009853 0.3901085 0.4346196
NM_001288615 chr15 99676528 99789824 - 113297 -0.9844356 -0.4760447 -0.7015639 6.9184308 18.98472 0.000275395 0.0005455481
NM_001288616 chr15 99676528 99791431 - 114904 -0.9576106 -0.4650567 -0.6970964 6.9357114 18.48122 0.0003499402 0.0006827593
NM_001288819 chr15 83211951 83316356 - 104406 1.477469 -0.05812919 -0.02013739 6.8256294 44.88045 9.810138E-10 3.788222E-09
NM_001288820 chr15 83211951 83240573 - 28623 2.065871 -2.172923 -0.5042567 6.0617604 139.3663 5.177257E-30 6.17077E-29
NM_001289108 chr15 64364758 64386207 - 21450 -1.592734 1.3229 -0.9828132 7.9727144 219.1723 3.031435E-47 6.371987E-46
NM_001289132 chr15 40823540 40857256 - 33717 -0.663106 -1.308325 -0.6352666 6.9056295 24.69916 1.78463E-05 4.207192E-05
NM_001289148 chr15 91541646 91565851 - 24206 1.313823 0.03209858 0.6998796 6.198269 26.18429 8.726481E-06 2.162363E-05
NM_001289149 chr15 91541646 91565851 - 24206 1.313823 0.03209858 0.6998796 6.198269 26.18429 8.726481E-06 2.162363E-05
NM_001289910 chr15 90627211 90643853 - 16643 -2.942068 -0.7141433 -3.897997 10.213801 177.2804 3.409919E-38 5.087455E-37
NM_001289986 chr15 66629008 66649054 - 20047 0.2461009 0.08676301 -0.03544845 4.8988854 1.299913 0.7291537 0.7564549
NM_001290114 chr15 90627211 90645786 - 18576 -2.897518 -0.6137501 -3.840576 10.254758 163.5171 3.191955E-35 4.296553E-34
NM_001290341 chr15 100940600 101084531 - 143932 0.01343904 0.2283035 0.4040521 4.97482 2.880948 0.4103472 0.4547926
NM_001290342 chr15 100940600 101084531 - 143932 0.01343904 0.2283035 0.4040521 4.97482 2.880948 0.4103472 0.4547926
NM_001290343 chr15 100940600 101084925 - 144326 0.01343904 0.2283035 0.4040521 4.97482 2.880948 0.4103472 0.4547926
NM_001291309 chr15 101844133 102030187 - 186055 0.8522003 3.538414 -1.24387 9.5229512 244.8005 8.716781E-53 2.054945E-51
NM_001293642 chr15 63615730 63674309 - 58580 2.88057 0.1579691 1.710307 5.550425 35.80955 8.215838E-08 2.643815E-07
NM_001300984 chr15 28000021 28344458 - 344438 -0.8163533 -0.2803412 -0.5070272 7.4063577 16.69796 0.0008153647 0.001518621
NM_001301025 chr15 29991571 30261002 - 269432 -0.6452467 -0.5684995 -0.3396348 10.9134171 16.798 0.0007776655 0.00145221
NM_001301026 chr15 29991571 30113751 - 122181 -0.6549857 -0.5612829 -0.3291201 10.8721035 16.87963 0.0007481916 0.001399007
NM_001301138 chr15 42450899 42500524 - 49626 -0.06254139 -1.245243 -0.2035005 8.9133301 54.98928 6.902417E-12 3.153385E-11
NM_001301168 chr15 45459412 45480165 - 20754 1.474006 1.781776 -0.4065635 6.1287688 51.42874 3.964101E-11 1.698275E-10
NM_001301169 chr15 45459412 45480165 - 20754 1.474006 1.781776 -0.4065635 6.1287688 51.42874 3.964101E-11 1.698275E-10
NM_001301170 chr15 45459412 45480165 - 20754 1.474006 1.781776 -0.4065635 6.1287688 51.42874 3.964101E-11 1.698275E-10
NM_001301171 chr15 45459412 45473405 - 13994 1.432141 1.689687 -0.4700255 6.0696905 49.03002 1.285403E-10 5.340619E-10
NM_001301186 chr15 77905366 78113242 - 207877 4.075367 -0.5212731 0.5185169 7.8875697 127.2059 2.163473E-27 2.379263E-26
NM_001301187 chr15 77905366 78112674 - 207309 4.073559 -0.5212691 0.5185219 7.886073 127.1252 2.25193E-27 2.470176E-26
NM_001301189 chr15 77905366 78112444 - 207079 4.070833 -0.5212503 0.5185453 7.8838205 127.0844 2.297951E-27 2.514194E-26
NM_001301191 chr15 77905366 78111866 - 206501 4.06506 -0.5212125 0.5185923 7.8790524 126.985 2.414061E-27 2.621069E-26
NM_001301192 chr15 77905366 78111866 - 206501 4.06506 -0.5212125 0.5185923 7.8790524 126.985 2.414061E-27 2.621069E-26
NM_001301194 chr15 77905366 78111866 - 206501 4.06506 -0.5212125 0.5185923 7.8790524 126.985 2.414061E-27 2.621069E-26
NM_001301195 chr15 77905366 78079356 - 173991 4.10189 -0.5250304 0.5355124 7.8523534 127.6153 1.765823E-27 1.977629E-26
NM_001301197 chr15 77905366 78013093 - 107728 4.129845 -0.6037245 0.5342426 7.8361498 121.2053 4.244763E-26 4.428461E-25
NM_001301198 chr15 77905366 77999849 - 94484 4.181098 -0.5691702 0.5701631 7.8245642 114.8752 9.793721E-25 9.718559E-24
NM_001301199 chr15 77905366 77988837 - 83472 4.178271 -0.5691863 0.5701434 7.8221969 114.6333 1.10415E-24 1.093134E-23
NM_001301200 chr15 77905366 77988490 - 83125 4.177643 -0.5691833 0.5701471 7.8216735 114.619 1.112012E-24 1.098369E-23
NM_001301206 chr15 83924655 83952209 - 27555 0.03717385 -1.393078 0.2432375 2.4001711 6.992672 0.07213171 0.09603308
NM_001301210 chr15 48431625 48470558 - 38934 1.316064 -4.51018 -0.4877509 7.5231293 318.8923 8.100992E-69 2.700542E-67
NM_001301212 chr15 50849356 50979012 - 129657 -1.189436 0.1850791 -0.4619236 8.6641368 68.94713 7.172768E-15 3.985182E-14
NM_001301224 chr15 78396948 78423877 - 26930 0.3636863 -0.78605 -0.7011776 4.5863464 17.18125 0.000648596 0.00121758
NM_001301302 chr15 64979773 64995480 - 15708 -0.2055255 -0.3222118 -0.8580286 8.9769561 18.18959 0.00040197 0.0007775185
NM_001303247 chr15 78575578 78592068 - 16491 0.01556822 0.01657181 -0.02585697 7.4224207 0.03840636 0.9980211 0.9980211
NM_001303248 chr15 78575578 78592068 - 16491 0.01556822 0.01657181 -0.02585697 7.4224207 0.03840636 0.9980211 0.9980211
NM_001303254 chr15 74027772 74044711 - 16940 0.7447987 -5.501931 -3.301695 6.7916758 360.2197 9.134896E-78 3.937232E-76
NM_001304802 chr15 41028082 41047534 - 19453 1.204488 1.681846 1.199542 8.1936502 48.47059 1.690915E-10 6.937631E-10
NM_001306086 chr15 38780299 38857007 - 76709 4.147621 0.5311315 2.075374 6.9354257 127.426 1.939736E-27 2.151471E-26
NM_001306146 chr15 50534146 50558162 - 24017 -1.291875 0.004876546 2.786628 5.7603889 123.9377 1.094647E-26 1.159022E-25
NM_001306168 chr15 52401466 52404972 - 3507 5.042368 9.845544 2.100455 3.3763133 230.3336 1.171364E-49 2.68721E-48
NM_001306191 chr15 52839242 52861643 - 22402 1.69446 -0.6170402 -0.2093647 10.4062315 80.21987 2.753433E-17 1.727779E-16
NM_001306195 chr15 52839242 52861418 - 22177 1.694401 -0.6170404 -0.2093647 10.4061987 80.22314 2.74899E-17 1.727532E-16
NM_001306196 chr15 52839242 52861329 - 22088 1.694401 -0.6170408 -0.2098558 10.4061248 80.25018 2.712511E-17 1.707122E-16
NM_001307930 chr15 65345675 65360450 - 14776 -0.4230913 -4.654585 0.7110064 6.9630518 82.7952 7.715199E-18 5.064731E-17
NM_001307952 chr15 89420516 89438857 - 18342 -1.424833 -2.322468 -0.004638045 4.9712501 31.33947 7.210315E-07 2.049728E-06
NM_001307960 chr15 102173180 102192594 - 19415 0.480196 -0.1132073 -0.5433907 7.8886575 25.17858 1.41683E-05 3.394506E-05
NM_001308026 chr15 102173180 102192594 - 19415 0.480196 -0.1132073 -0.5433907 7.8886575 25.17858 1.41683E-05 3.394506E-05
NM_001308421 chr15 55609382 55611392 - 2011 -0.5763591 0.1392471 -0.1879988 5.2353822 5.574468 0.1342518 0.167992
NM_001308422 chr15 55609382 55611392 - 2011 -0.5763591 0.1392471 -0.1879988 5.2353822 5.574468 0.1342518 0.167992
NM_001308423 chr15 55609382 55611392 - 2011 -0.5763591 0.1392471 -0.1879988 5.2353822 5.574468 0.1342518 0.167992
NM_001309434 chr15 40327891 40331403 - 3513 -1.363384 -1.181878 -1.586731 9.7843097 81.74632 1.295404E-17 8.400438E-17
NM_001310319 chr15 89441914 89456700 - 14787 -3.391385 -5.778087 -3.385495 10.3376012 120.5465 5.884993E-26 6.08021E-25
NM_001310320 chr15 89441914 89456700 - 14787 -3.391385 -5.778087 -3.385495 10.3376012 120.5465 5.884993E-26 6.08021E-25
NM_001310321 chr15 89441914 89455993 - 14080 -3.410911 -5.865633 -3.409266 10.331157 120.4044 6.314445E-26 6.508149E-25
NM_001482 chr15 45653322 45670980 - 17659 0.1035612 3.838359 -3.993836 12.0952617 1153.333 9.776536E-250 3.476373E-247
NM_001717 chr15 83924655 83953468 - 28814 0.03717385 -1.393078 0.2432375 2.4001711 6.992672 0.07213171 0.09603308
NM_001897 chr15 75966663 76005189 - 38527 -0.3594843 -3.105736 0.1690306 7.2666703 49.62391 9.607075E-11 4.011095E-10
NM_002041 chr15 50578077 50647605 - 69529 0.3497309 0.1010587 0.09355996 7.20932 2.55745 0.464998 0.5079158
NM_002112 chr15 50534146 50558162 - 24017 -1.291875 0.004876546 2.786628 5.7603889 123.9377 1.094647E-26 1.159022E-25
NM_002168 chr15 90627211 90645786 - 18576 -2.897518 -0.6137501 -3.840576 10.254758 163.5171 3.191955E-35 4.296553E-34
NM_002344 chr15 41795840 41806085 - 10246 1.822352 3.130896 5.165908 5.2406892 89.42079 2.917156E-19 2.060845E-18
NM_002399 chr15 37183222 37393500 - 210279 -0.3699277 -1.318071 -1.083826 7.4374276 29.99322 1.384597E-06 3.794524E-06
NM_002420 chr15 31293264 31393929 - 100666 0.2221621 0.8291208 0.2111712 3.6395616 2.659549 0.4471453 0.4909854
NM_002487 chr15 23930554 23932450 - 1897 0.5179641 -2.654752 -0.9013209 7.1302524 84.40717 3.478582E-18 2.330158E-17
NM_002530 chr15 88419988 88799962 - 379975 3.034884 -0.005576716 0.6414862 7.0311501 164.2254 2.244889E-35 3.060365E-34
NM_002537 chr15 64979773 64995480 - 15708 -0.2055255 -0.3222118 -0.8580286 8.9769561 18.18959 0.00040197 0.0007775185
NM_002570 chr15 101844133 102030187 - 186055 0.8522003 3.538414 -1.24387 9.5229512 244.8005 8.716781E-53 2.054945E-51
NM_002654 chr15 72491370 72523727 - 32358 -0.4211568 -3.517446 -1.560103 11.3032536 182.1571 3.017326E-39 4.716092E-38
NM_002666 chr15 90207600 90222648 - 15049 3.858969 7.83928 1.209275 6.9395297 100.6515 1.125659E-21 9.254696E-21
NM_002693 chr15 89859536 89878026 - 18491 -0.3434843 -0.4528191 0.07798074 7.9434462 8.270689 0.04073642 0.05723917
NM_002833 chr15 75759462 75871632 - 112171 0.6419865 0.9188496 0.6026437 8.0135098 17.02382 0.0006988139 0.001308398
NM_002891 chr15 79252289 79383215 - 130927 5.141918 -0.5545668 4.705232 7.9972682 212.5966 7.998163E-46 1.617449E-44
NM_002943 chr15 60780483 60919729 - 139247 -0.0322245 1.270698 0.4911871 8.2838512 39.08752 1.663126E-08 5.663654E-08
NM_003090 chr15 101821715 101835460 - 13746 -0.3044165 -0.185812 -0.05851529 7.14565 2.219317 0.5281536 0.5669512
NM_003134 chr15 40327891 40331403 - 3513 -1.363384 -1.181878 -1.586731 9.7843097 81.74632 1.295404E-17 8.400438E-17
NM_003257 chr15 29991571 30114706 - 123136 -0.6535088 -0.5583521 -0.3279816 10.8741335 16.74935 0.0007957769 0.001484082
NM_003612 chr15 74701630 74726299 - 24670 4.10818 1.294952 2.417659 6.0877868 102.7832 3.917214E-22 3.404226E-21
NM_003613 chr15 65488337 65503840 - 15504 -6.782778 -3.197854 -4.994932 6.6369914 487.7815 2.120954E-105 1.392324E-103
NM_003847 chr15 90224762 90234015 - 9254 0.6632937 2.66954 0.6700832 6.7817933 63.27202 1.174652E-13 6.100079E-13
NM_003888 chr15 58245622 58358121 - 112500 -1.634485 -1.540115 -0.580256 6.1943773 20.4789 0.0001350489 0.0002797348
NM_003922 chr15 63900817 64126147 - 225331 0.3274256 -0.160152 -0.364489 9.2292887 5.57598 0.1341641 0.167992
NM_003981 chr15 91509268 91537881 - 28614 0.928325 0.2130623 0.0428712 5.837098 13.0257 0.004581355 0.007576993
NM_004039 chr15 60639350 60690185 - 50836 -2.372465 -0.5269905 1.505941 10.5721307 67.34595 1.579135E-14 8.583655E-14
NM_004049 chr15 80253232 80263643 - 10412 1.488005 4.241926 3.942242 5.3600834 44.41956 1.229162E-09 4.716578E-09
NM_004236 chr15 49417471 49447854 - 30384 -0.9537353 -0.8463378 -1.343916 8.5725117 42.67248 2.888309E-09 1.067973E-08
NM_004245 chr15 43524793 43559055 - 34263 -0.147647 0.2576313 -0.3560802 3.2216852 2.179432 0.5360109 0.5732227
NM_004255 chr15 75212617 75230495 - 17879 -2.458844 -1.682958 -3.394828 8.9605078 162.1245 6.377248E-35 8.530319E-34
NM_004330 chr15 59955062 59981642 - 26581 -1.26936 -0.063485 -0.1988574 8.4641738 46.42055 4.616066E-10 1.858184E-09
NM_004390 chr15 79214092 79237420 - 23329 -1.117285 0.6404969 2.342993 9.5581911 57.29509 2.222899E-12 1.048079E-11
NM_004492 chr15 59930261 59949737 - 19477 -1.150809 -0.7174328 -1.339898 7.1906466 41.13057 6.135233E-09 2.17977E-08
NM_004498 chr15 53049160 53082209 - 33050 1.112901 6.614019 0.825078 5.2002075 355.8753 7.970274E-77 3.367243E-75
NM_004573 chr15 40580098 40600174 - 20077 1.559329 1.593513 2.94334 7.2789867 59.53237 7.398533E-13 3.653882E-12
NM_004580 chr15 55495164 55562592 - 67429 -0.1983115 2.718449 3.115617 7.7022782 211.7263 1.233311E-45 2.338906E-44
NM_004644 chr15 83328033 83378660 - 50628 3.184565 0.9501769 0.9266004 7.8132614 200.7708 2.874884E-43 5.027512E-42
NM_004667 chr15 28356183 28567298 - 211116 0.09179691 1.336276 0.4615752 11.537781 47.91942 2.215238E-10 9.04538E-10
NM_004748 chr15 55647421 55700574 - 53154 -0.8466689 0.02540489 -0.712332 9.4936361 22.57744 4.945883E-05 0.000109461
NM_004809 chr15 74275559 74284689 - 9131 0.4973053 -1.598499 -1.184912 6.5061468 29.54408 1.720985E-06 4.65659E-06
NM_004839 chr15 83517729 83621476 - 103748 -1.17711 0.5304021 -1.241775 7.6665985 71.15725 2.41229E-15 1.381643E-14
NM_004884 chr15 65619465 65670378 - 50914 2.824549 -0.3888999 0.2069898 4.053235 56.89923 2.700377E-12 1.26482E-11
NM_004998 chr15 59428168 59665071 - 236904 0.5651153 2.403667 0.8164573 8.1426561 122.1473 2.660367E-26 2.789137E-25
NM_005078 chr15 70340130 70390256 - 50127 1.713751 1.498365 1.406113 7.4042208 33.49651 2.530428E-07 7.5824E-07
NM_005135 chr15 34522197 34611021 - 88825 0.7866848 -0.2544657 0.5113894 7.9348037 30.0489 1.347755E-06 3.703071E-06
NM_005159 chr15 35080297 35087927 - 7631 -11.07649 -11.08543 -11.3945 13.5948842 802.4541 1.270539E-173 2.357126E-171
NM_005254 chr15 50569389 50647605 - 78217 0.1454261 0.02372493 0.06758739 7.5520124 0.5412179 0.9097471 0.9200973
NM_005477 chr15 73612200 73661605 - 49406 0.3733468 -6.084492 -2.414757 3.8797809 70.69421 3.031075E-15 1.726782E-14
NM_005657 chr15 43699412 43802707 - 103296 1.432898 -0.1362233 0.584623 8.2846594 77.46008 1.075816E-16 6.605046E-16
NM_005697 chr15 75137197 75165670 - 28474 -0.03567348 0.5192846 0.9533104 7.7255469 21.89537 6.858391E-05 0.0001478765
NM_005701 chr15 75890424 75918446 - 28023 0.1251994 0.7415599 -0.2105594 6.7313807 14.99858 0.00181786 0.003196048
NM_005707 chr15 65409717 65426174 - 16458 -0.1632348 -0.3205269 -0.402303 6.8306705 2.754462 0.4310513 0.4749021
NM_005724 chr15 77336360 77363570 - 27211 1.476563 -0.08223645 0.7652451 10.0037053 37.87565 3.003109E-08 9.987736E-08
NM_005739 chr15 38780302 38857007 - 76706 4.147621 0.5311315 2.075374 6.9354257 127.426 1.939736E-27 2.151471E-26
NM_005829 chr15 90373831 90437617 - 63787 -0.4981432 0.03461798 -1.31906 8.6757528 38.5925 2.117293E-08 7.11305E-08
NM_005848 chr15 65952957 66084631 - 131675 0.9605181 1.206732 0.6927838 8.489535 22.3093 5.624442E-05 0.0001228853
NM_005926 chr15 44096733 44116951 - 20219 -0.0244266 0.104633 -0.487537 7.1892624 7.829765 0.04966415 0.06862595
NM_005928 chr15 89441914 89456700 - 14787 -3.391385 -5.778087 -3.385495 10.3376012 120.5465 5.884993E-26 6.08021E-25
NM_006049 chr15 66782666 66790146 - 7481 0.2894822 0.2935547 -1.045481 8.5354471 25.29595 1.338963E-05 3.218792E-05
NM_006154 chr15 56119117 56285944 - 166828 -0.7270668 1.772426 0.0875844 7.8633521 134.1418 6.924806E-29 7.985986E-28
NM_006305 chr15 69070875 69113261 - 42387 -0.545419 -0.4025201 -0.8288631 9.1995672 14.61424 0.002177822 0.003789872
NM_006383 chr15 78396948 78423877 - 26930 0.3636863 -0.78605 -0.7011776 4.5863464 17.18125 0.000648596 0.00121758
NM_006384 chr15 90773477 90777279 - 3803 -1.447952 0.7476863 0.1029006 8.1942585 68.26343 1.004722E-14 5.538443E-14
NM_006441 chr15 80135889 80189391 - 53503 -1.036508 3.494515 -0.1317068 7.812222 411.5466 6.982246E-89 3.678178E-87
NM_006578 chr15 52413123 52472162 - 59040 2.016795 0.8620011 0.1725578 7.2963386 59.64 7.017035E-13 3.506053E-12
NM_006628 chr15 52839242 52861329 - 22088 1.694401 -0.6170408 -0.2098558 10.4061248 80.25018 2.712511E-17 1.707122E-16
NM_006660 chr15 65442784 65477563 - 34780 -0.8079948 0.8228706 -1.029691 8.3105188 91.09948 1.271711E-19 9.150746E-19
NM_006715 chr15 75648133 75660968 - 12836 -1.031378 -0.9696645 -0.4143375 8.8958143 18.3279 0.0003763985 0.0007310389
NM_006901 chr15 72118361 72410440 - 292080 0.3853406 -0.4379141 0.5552671 8.0688829 20.52475 0.0001321235 0.0002742076
NM_007223 chr15 40091223 40213093 - 121871 1.316165 -0.2924844 -0.2021294 6.6067011 34.37042 1.654689E-07 5.11264E-07
NM_007280 chr15 41601466 41624819 - 23354 -0.5950302 0.07818379 0.1763003 5.6953771 9.698708 0.02130875 0.0316039
NM_012428 chr15 73852344 73925753 - 73410 0.3214046 -1.23669 -0.7908075 9.6573739 27.77648 4.046316E-06 1.040098E-05
NM_013309 chr15 45774680 45815002 - 40323 0.7957878 -0.02481604 0.07727963 6.1108947 13.03002 0.00457214 0.007573494
NM_014080 chr15 45384852 45406359 - 21508 -1.202956 -0.7112678 2.055156 4.0539644 99.13125 2.389379E-21 1.916444E-20
NM_014106 chr15 35270542 35280497 - 9956 0.2726337 0.5637384 -0.6745193 8.5013954 45.27725 8.078713E-10 3.162557E-09
NM_014272 chr15 79051545 79103773 - 52229 -1.418613 -0.8487099 0.8811092 5.6385071 63.29593 1.160908E-13 6.070584E-13
NM_014300 chr15 85212768 85259691 - 46924 -0.8381315 0.4507831 0.05756643 8.4708718 35.61505 9.031609E-08 2.884572E-07
NM_014326 chr15 64199235 64338521 - 139287 -1.520469 -1.711308 0.7969015 7.5749611 144.4979 4.050698E-31 4.966761E-30
NM_014659 chr15 43825660 43877090 - 51431 1.400454 -0.5288294 -0.2304257 7.3758151 53.06617 1.774765E-11 7.815193E-11
NM_014691 chr15 35148552 35261995 - 113444 0.02560667 1.008218 0.3679341 9.4215991 32.35721 4.40044E-07 1.285194E-06
NM_014701 chr15 49280835 49338760 - 57926 1.593004 0.02728857 1.41776 9.7786212 74.22537 5.310309E-16 3.095504E-15
NM_014736 chr15 64657211 64673709 - 16499 1.335082 2.183709 1.995252 4.2014851 25.26693 1.357809E-05 3.258589E-05
NM_014793 chr15 43619974 43622820 - 2847 -0.5156363 -0.1040431 -0.6115896 5.4202045 4.607385 0.2029095 0.2418477
NM_014918 chr15 101715928 101792137 - 76210 -0.1589907 0.8018443 0.7342559 7.61485 17.21899 0.0006371006 0.001200224
NM_014985 chr15 49030135 49103343 - 73209 0.06528793 0.00405196 1.158812 4.9064853 19.57212 0.0002081716 0.0004223814
NM_015079 chr15 78287327 78369994 - 82668 -0.2526579 0.9941599 1.783181 8.3826399 127.3754 1.98899E-27 2.193028E-26
NM_015154 chr15 81268086 81282219 - 14134 0.4106234 1.32221 0.5363442 7.7152818 36.63958 5.484468E-08 1.791901E-07
NM_015162 chr15 78463187 78527049 - 63863 3.601977 0.8589521 0.7222372 6.4909647 157.1553 7.533638E-34 9.653463E-33
NM_015263 chr15 51739921 51914967 - 175047 2.259597 1.062042 1.320419 8.4746658 97.46744 5.44469E-21 4.231784E-20
NM_015289 chr15 42450899 42500524 - 49626 -0.06254139 -1.245243 -0.2035005 8.9133301 54.98928 6.902417E-12 3.153385E-11
NM_015307 chr15 29412455 29862927 - 450473 -0.3428807 -0.4975111 -1.068863 8.7428793 19.81266 0.0001856119 0.0003802237
NM_015477 chr15 75661720 75743926 - 82207 0.05484768 0.383043 0.3810411 8.3412232 6.099673 0.1068604 0.1363148
NM_015497 chr15 42502650 42565782 - 63133 0.4729855 -0.3260547 1.444408 8.5211195 81.08371 1.797065E-17 1.137697E-16
NM_015540 chr15 41809375 41836475 - 27101 -0.08094684 -0.855475 -0.5386043 6.9723609 13.8038 0.003184758 0.005418407
NM_015617 chr15 55831085 55881050 - 49966 1.437192 -1.169261 0.8500276 5.9993024 46.28511 4.932577E-10 1.979991E-09
NM_015920 chr15 63445539 63449741 - 4203 -1.77818 0.5922913 -0.8591335 7.8380772 68.62209 8.419202E-15 4.66555E-14
NM_016013 chr15 41679547 41694658 - 15112 -0.02519785 0.5253603 -0.3843794 6.9642006 13.74405 0.003275076 0.005563197
NM_016073 chr15 83806804 83876770 - 69967 0.7663324 -2.748535 -1.256982 7.9633747 171.315 6.618614E-37 9.413876E-36
NM_016132 chr15 48431625 48470558 - 38934 1.316064 -4.51018 -0.4877509 7.5231293 318.8923 8.100992E-69 2.700542E-67
NM_016194 chr15 52413123 52483565 - 70443 2.049106 0.8902867 0.2642714 7.3477263 61.35097 3.02392E-13 1.530613E-12
NM_016304 chr15 55473512 55489231 - 15720 -0.4201964 -0.508998 -0.6958737 8.2581958 10.02544 0.01835108 0.02746437
NM_016321 chr15 90014640 90039844 - 25205 -0.1385571 -0.9893386 -2.421553 3.9885796 33.87464 2.105664E-07 6.422349E-07
NM_016563 chr15 65345675 65360450 - 14776 -0.4230913 -4.654585 0.7110064 6.9630518 82.7952 7.715199E-18 5.064731E-17
NM_016630 chr15 65255362 65282284 - 26923 -1.138792 0.1273357 -0.3532802 8.384909 36.24236 6.654924E-08 2.167676E-07
NM_016642 chr15 42140344 42186275 - 45932 -2.842174 -2.05671 -1.620576 5.3375352 52.80964 2.012937E-11 8.845727E-11
NM_016654 chr15 50569389 50647605 - 78217 0.1454261 0.02372493 0.06758739 7.5520124 0.5412179 0.9097471 0.9200973
NM_016655 chr15 50578077 50647605 - 69529 0.3497309 0.1010587 0.09355996 7.20932 2.55745 0.464998 0.5079158
NM_017455 chr15 73852344 73925753 - 73410 0.3214046 -1.23669 -0.7908075 9.6573739 27.77648 4.046316E-06 1.040098E-05
NM_017553 chr15 41271079 41408444 - 137366 0.2003061 0.2480885 0.6404733 7.7750347 10.97411 0.01186668 0.01834607
NM_017661 chr15 56922374 57026284 - 103911 -0.3754605 -0.4716984 -0.3012611 7.9614493 5.466408 0.1406617 0.1749354
NM_017672 chr15 50849356 50979012 - 129657 -1.189436 0.1850791 -0.4619236 8.6641368 68.94713 7.172768E-15 3.985182E-14
NM_017684 chr15 62144590 62352664 - 208075 0.5351588 0.4378438 0.6760038 9.1644232 15.06408 0.0017627 0.003108033
